datetime,open,high,low,close,volume
2021-03-31 00:00:00,14982.0,14982.0,14974.0,14975.0,48
2021-03-31 00:05:00,14973.0,14975.0,14969.0,14972.0,67
2021-03-31 00:10:00,14972.0,14975.0,14969.0,14973.0,31
2021-03-31 00:15:00,14972.0,14975.0,14971.0,14974.0,23
2021-03-31 00:20:00,14976.0,14979.0,14975.0,14976.0,25
2021-03-31 00:25:00,14975.0,14976.0,14973.0,14975.0,23
2021-03-31 00:30:00,14972.0,14982.0,14972.0,14978.0,56
2021-03-31 00:35:00,14979.0,14988.0,14979.0,14987.0,28
2021-03-31 00:40:00,14986.0,14986.0,14979.0,14980.0,42
2021-03-31 00:45:00,14980.0,14985.0,14980.0,14984.0,23
2021-03-31 00:50:00,14984.0,14984.0,14977.0,14978.0,43
2021-03-31 00:55:00,14978.0,14984.0,14978.0,14980.0,34
2021-03-31 01:00:00,14981.0,14981.0,14971.0,14979.0,292
2021-03-31 01:05:00,14978.0,14988.0,14976.0,14988.0,216
2021-03-31 01:10:00,14986.0,14992.0,14984.0,14990.0,130
2021-03-31 01:15:00,14990.0,14994.0,14987.0,14994.0,83
2021-03-31 01:20:00,14994.0,14995.0,14991.0,14992.0,68
2021-03-31 01:25:00,14992.0,14992.0,14983.0,14989.0,94
2021-03-31 01:30:00,14987.0,14993.0,14984.0,14987.0,85
2021-03-31 01:35:00,14987.0,14987.0,14980.0,14983.0,145
2021-03-31 01:40:00,14983.0,14985.0,14977.0,14983.0,87
2021-03-31 01:45:00,14984.0,14986.0,14979.0,14985.0,77
2021-03-31 01:50:00,14984.0,14985.0,14981.0,14982.0,73
2021-03-31 01:55:00,14982.0,14994.0,14982.0,14989.0,240
2021-03-31 02:00:00,14987.0,15014.0,14986.0,15014.0,1620
2021-03-31 02:05:00,15013.0,15024.0,14996.0,15018.0,1654
2021-03-31 02:10:00,15018.0,15029.0,15016.0,15029.0,800
2021-03-31 02:15:00,15029.0,15034.0,15021.0,15032.0,1002
2021-03-31 02:20:00,15033.0,15039.0,15015.0,15020.0,1519
2021-03-31 02:25:00,15019.0,15020.0,15012.0,15018.0,699
2021-03-31 02:30:00,15017.0,15024.0,15010.0,15016.0,726
2021-03-31 02:35:00,15015.0,15019.0,15005.0,15013.0,1220
2021-03-31 02:40:00,15013.0,15018.0,15006.0,15015.0,933
2021-03-31 02:45:00,15015.0,15017.0,15009.0,15012.0,285
2021-03-31 02:50:00,15014.0,15015.0,15009.0,15012.0,230
2021-03-31 02:55:00,15011.0,15019.0,15010.0,15016.0,264
2021-03-31 03:00:00,15015.0,15018.0,15011.0,15015.0,207
2021-03-31 03:05:00,15016.0,15017.0,15009.0,15011.0,261
2021-03-31 03:10:00,15011.0,15019.0,15005.0,15019.0,453
2021-03-31 03:15:00,15018.0,15018.0,15014.0,15017.0,224
2021-03-31 03:20:00,15017.0,15018.0,15012.0,15012.0,203
2021-03-31 03:25:00,15012.0,15015.0,15002.0,15005.0,295
2021-03-31 03:30:00,15006.0,15010.0,15002.0,15005.0,288
2021-03-31 03:35:00,15005.0,15010.0,15001.0,15010.0,308
2021-03-31 03:40:00,15009.0,15010.0,14998.0,14998.0,293
2021-03-31 03:45:00,14998.0,15005.0,14995.0,15001.0,277
2021-03-31 03:50:00,15001.0,15010.0,14999.0,15010.0,203
2021-03-31 03:55:00,15009.0,15017.0,15008.0,15015.0,180
2021-03-31 04:00:00,15013.0,15018.0,15012.0,15016.0,107
2021-03-31 04:05:00,15016.0,15017.0,15013.0,15013.0,170
2021-03-31 04:10:00,15012.0,15018.0,15012.0,15016.0,336
2021-03-31 04:15:00,15016.0,15022.0,15014.0,15020.0,210
2021-03-31 04:20:00,15020.0,15025.0,15020.0,15023.0,175
2021-03-31 04:25:00,15022.0,15028.0,15020.0,15025.0,247
2021-03-31 04:30:00,15025.0,15026.0,15018.0,15018.0,153
2021-03-31 04:35:00,15018.0,15023.0,15016.0,15023.0,148
2021-03-31 04:40:00,15023.0,15024.0,15017.0,15019.0,167
2021-03-31 04:45:00,15019.0,15024.0,15019.0,15024.0,184
2021-03-31 04:50:00,15024.0,15024.0,15014.0,15015.0,366
2021-03-31 04:55:00,15013.0,15014.0,15007.0,15011.0,405
2021-03-31 05:00:00,15012.0,15022.0,15011.0,15022.0,263
2021-03-31 05:05:00,15022.0,15026.0,15020.0,15025.0,136
2021-03-31 05:10:00,15025.0,15035.0,15025.0,15035.0,353
2021-03-31 05:15:00,15035.0,15035.0,15025.0,15025.0,217
2021-03-31 05:20:00,15025.0,15031.0,15023.0,15030.0,207
2021-03-31 05:25:00,15030.0,15032.0,15024.0,15024.0,159
2021-03-31 05:30:00,15025.0,15025.0,15016.0,15019.0,186
2021-03-31 05:35:00,15019.0,15025.0,15018.0,15021.0,118
2021-03-31 05:40:00,15021.0,15025.0,15021.0,15022.0,76
2021-03-31 05:45:00,15022.0,15024.0,15022.0,15024.0,88
2021-03-31 05:50:00,15024.0,15031.0,15024.0,15028.0,106
2021-03-31 05:55:00,15028.0,15030.0,15022.0,15027.0,192
2021-03-31 06:00:00,15027.0,15028.0,15012.0,15014.0,477
2021-03-31 06:05:00,15015.0,15020.0,15015.0,15016.0,125
2021-03-31 06:10:00,15016.0,15019.0,15011.0,15013.0,143
2021-03-31 06:15:00,15013.0,15017.0,15009.0,15012.0,170
2021-03-31 06:20:00,15012.0,15016.0,15011.0,15014.0,109
2021-03-31 06:25:00,15014.0,15014.0,15009.0,15012.0,204
2021-03-31 06:30:00,15013.0,15018.0,15012.0,15018.0,154
2021-03-31 06:35:00,15018.0,15022.0,15016.0,15020.0,152
2021-03-31 06:40:00,15020.0,15024.0,15020.0,15021.0,179
2021-03-31 06:45:00,15021.0,15026.0,15020.0,15024.0,158
2021-03-31 06:50:00,15024.0,15024.0,15020.0,15020.0,93
2021-03-31 06:55:00,15021.0,15022.0,15014.0,15015.0,177
2021-03-31 07:00:00,15015.0,15019.0,15013.0,15015.0,181
