datetime,open,high,low,close,volume
2021-04-01 00:00:00,15040.0,15040.0,15037.0,15038.0,7
2021-04-01 00:05:00,15038.0,15039.0,15038.0,15039.0,6
2021-04-01 00:10:00,15037.0,15042.0,15035.0,15036.0,32
2021-04-01 00:15:00,15037.0,15039.0,15037.0,15039.0,5
2021-04-01 00:20:00,15041.0,15043.0,15041.0,15041.0,14
2021-04-01 00:25:00,15040.0,15044.0,15040.0,15044.0,19
2021-04-01 00:30:00,15042.0,15042.0,15036.0,15040.0,34
2021-04-01 00:35:00,15039.0,15044.0,15039.0,15044.0,23
2021-04-01 00:40:00,15044.0,15046.0,15043.0,15045.0,26
2021-04-01 00:45:00,15044.0,15044.0,15042.0,15043.0,22
2021-04-01 00:50:00,15044.0,15045.0,15039.0,15040.0,30
2021-04-01 00:55:00,15038.0,15039.0,15036.0,15038.0,36
2021-04-01 01:00:00,15038.0,15049.0,15034.0,15049.0,214
2021-04-01 01:05:00,15048.0,15051.0,15039.0,15040.0,167
2021-04-01 01:10:00,15040.0,15042.0,15037.0,15042.0,208
2021-04-01 01:15:00,15042.0,15051.0,15040.0,15049.0,137
2021-04-01 01:20:00,15050.0,15055.0,15049.0,15052.0,121
2021-04-01 01:25:00,15052.0,15052.0,15049.0,15050.0,79
2021-04-01 01:30:00,15049.0,15052.0,15049.0,15051.0,51
2021-04-01 01:35:00,15051.0,15062.0,15051.0,15056.0,145
2021-04-01 01:40:00,15056.0,15064.0,15055.0,15059.0,164
2021-04-01 01:45:00,15059.0,15063.0,15059.0,15062.0,42
2021-04-01 01:50:00,15063.0,15070.0,15062.0,15070.0,186
2021-04-01 01:55:00,15071.0,15074.0,15068.0,15074.0,185
2021-04-01 02:00:00,15072.0,15079.0,15044.0,15061.0,1987
2021-04-01 02:05:00,15062.0,15062.0,15048.0,15055.0,873
2021-04-01 02:10:00,15054.0,15057.0,15046.0,15049.0,704
2021-04-01 02:15:00,15050.0,15054.0,15043.0,15047.0,642
2021-04-01 02:20:00,15047.0,15063.0,15045.0,15058.0,530
2021-04-01 02:25:00,15058.0,15072.0,15055.0,15067.0,608
2021-04-01 02:30:00,15067.0,15094.0,15064.0,15091.0,959
2021-04-01 02:35:00,15090.0,15092.0,15084.0,15089.0,552
2021-04-01 02:40:00,15089.0,15102.0,15089.0,15100.0,597
2021-04-01 02:45:00,15100.0,15112.0,15093.0,15105.0,720
2021-04-01 02:50:00,15105.0,15111.0,15099.0,15108.0,407
2021-04-01 02:55:00,15108.0,15116.0,15102.0,15105.0,789
2021-04-01 03:00:00,15105.0,15107.0,15090.0,15096.0,796
2021-04-01 03:05:00,15096.0,15102.0,15090.0,15098.0,509
2021-04-01 03:10:00,15098.0,15104.0,15095.0,15102.0,272
2021-04-01 03:15:00,15103.0,15107.0,15096.0,15101.0,268
2021-04-01 03:20:00,15100.0,15108.0,15100.0,15106.0,294
2021-04-01 03:25:00,15106.0,15106.0,15098.0,15101.0,285
2021-04-01 03:30:00,15102.0,15110.0,15102.0,15107.0,228
2021-04-01 03:35:00,15107.0,15109.0,15098.0,15102.0,274
2021-04-01 03:40:00,15103.0,15107.0,15100.0,15101.0,301
2021-04-01 03:45:00,15103.0,15104.0,15099.0,15102.0,136
2021-04-01 03:50:00,15102.0,15103.0,15099.0,15099.0,140
2021-04-01 03:55:00,15100.0,15104.0,15098.0,15100.0,184
2021-04-01 04:00:00,15100.0,15101.0,15094.0,15096.0,267
2021-04-01 04:05:00,15097.0,15100.0,15092.0,15094.0,225
2021-04-01 04:10:00,15093.0,15095.0,15076.0,15078.0,467
2021-04-01 04:15:00,15077.0,15083.0,15072.0,15078.0,640
2021-04-01 04:20:00,15078.0,15086.0,15078.0,15080.0,329
2021-04-01 04:25:00,15079.0,15082.0,15074.0,15074.0,245
2021-04-01 04:30:00,15075.0,15077.0,15073.0,15075.0,209
2021-04-01 04:35:00,15075.0,15083.0,15072.0,15082.0,304
2021-04-01 04:40:00,15082.0,15087.0,15081.0,15082.0,184
2021-04-01 04:45:00,15082.0,15084.0,15075.0,15076.0,228
2021-04-01 04:50:00,15076.0,15082.0,15074.0,15081.0,402
2021-04-01 04:55:00,15082.0,15090.0,15077.0,15084.0,368
2021-04-01 05:00:00,15085.0,15085.0,15068.0,15071.0,306
2021-04-01 05:05:00,15072.0,15072.0,15059.0,15060.0,333
2021-04-01 05:10:00,15060.0,15064.0,15056.0,15061.0,319
2021-04-01 05:15:00,15061.0,15067.0,15060.0,15065.0,384
2021-04-01 05:20:00,15064.0,15073.0,15061.0,15072.0,375
2021-04-01 05:25:00,15072.0,15073.0,15059.0,15059.0,192
2021-04-01 05:30:00,15058.0,15061.0,15047.0,15048.0,375
2021-04-01 05:35:00,15048.0,15057.0,15047.0,15056.0,326
2021-04-01 05:40:00,15055.0,15062.0,15053.0,15061.0,235
2021-04-01 05:45:00,15061.0,15065.0,15058.0,15061.0,127
2021-04-01 05:50:00,15061.0,15061.0,15053.0,15060.0,191
2021-04-01 05:55:00,15059.0,15059.0,15056.0,15057.0,153
2021-04-01 06:00:00,15057.0,15072.0,15057.0,15072.0,448
2021-04-01 06:05:00,15071.0,15078.0,15071.0,15073.0,275
2021-04-01 06:10:00,15072.0,15075.0,15069.0,15070.0,355
2021-04-01 06:15:00,15069.0,15072.0,15066.0,15072.0,183
2021-04-01 06:20:00,15071.0,15072.0,15064.0,15065.0,131
2021-04-01 06:25:00,15065.0,15072.0,15065.0,15072.0,131
2021-04-01 06:30:00,15071.0,15071.0,15067.0,15070.0,128
2021-04-01 06:35:00,15070.0,15077.0,15069.0,15076.0,276
2021-04-01 06:40:00,15076.0,15084.0,15076.0,15081.0,210
2021-04-01 06:45:00,15081.0,15088.0,15081.0,15083.0,130
2021-04-01 06:50:00,15083.0,15084.0,15079.0,15083.0,118
2021-04-01 06:55:00,15082.0,15085.0,15081.0,15084.0,124
2021-04-01 07:00:00,15084.0,15085.0,15081.0,15082.0,110
2021-04-01 07:05:00,15082.0,15085.0,15081.0,15084.0,145
2021-04-01 07:10:00,15084.0,15085.0,15081.0,15082.0,62
2021-04-01 07:15:00,15082.0,15089.0,15081.0,15087.0,151
2021-04-01 07:20:00,15087.0,15095.0,15087.0,15094.0,218
2021-04-01 07:25:00,15094.0,15096.0,15088.0,15091.0,195
2021-04-01 07:30:00,15091.0,15097.0,15089.0,15095.0,441
2021-04-01 07:35:00,15095.0,15098.0,15094.0,15096.0,169
2021-04-01 07:40:00,15096.0,15105.0,15095.0,15103.0,258
2021-04-01 07:45:00,15104.0,15113.0,15103.0,15113.0,366
2021-04-01 07:50:00,15112.0,15114.0,15106.0,15107.0,449
2021-04-01 07:55:00,15106.0,15107.0,15101.0,15104.0,205
2021-04-01 08:00:00,15103.0,15106.0,15101.0,15104.0,220
2021-04-01 08:05:00,15104.0,15105.0,15095.0,15096.0,230
2021-04-01 08:10:00,15096.0,15098.0,15091.0,15092.0,238
2021-04-01 08:15:00,15093.0,15093.0,15087.0,15092.0,212
2021-04-01 08:20:00,15092.0,15094.0,15091.0,15091.0,122
2021-04-01 08:25:00,15091.0,15096.0,15090.0,15095.0,160
2021-04-01 08:30:00,15096.0,15099.0,15087.0,15099.0,609
2021-04-01 08:35:00,15100.0,15106.0,15096.0,15104.0,460
2021-04-01 08:40:00,15104.0,15105.0,15097.0,15100.0,424
2021-04-01 08:45:00,15100.0,15104.0,15091.0,15092.0,322
2021-04-01 08:50:00,15091.0,15098.0,15091.0,15095.0,302
2021-04-01 08:55:00,15095.0,15097.0,15087.0,15097.0,245
2021-04-01 09:00:00,15097.0,15103.0,15091.0,15098.0,476
2021-04-01 09:05:00,15099.0,15106.0,15099.0,15106.0,328
2021-04-01 09:10:00,15106.0,15110.0,15103.0,15110.0,343
2021-04-01 09:15:00,15110.0,15114.0,15104.0,15113.0,302
2021-04-01 09:20:00,15112.0,15114.0,15106.0,15108.0,440
2021-04-01 09:25:00,15109.0,15122.0,15108.0,15114.0,461
2021-04-01 09:30:00,15114.0,15115.0,15108.0,15111.0,370
2021-04-01 09:35:00,15111.0,15115.0,15107.0,15108.0,215
2021-04-01 09:40:00,15108.0,15118.0,15106.0,15117.0,407
2021-04-01 09:45:00,15116.0,15117.0,15113.0,15113.0,220
2021-04-01 09:50:00,15113.0,15116.0,15096.0,15096.0,485
